,Unnamed: 0,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
74,50658,50659,2015,10,12,18,3,23.0,3.0,25.0,22.0,1.0,23.0,1018.0,23.0,3,8.04,0.0,0.0
75,50659,50660,2015,10,12,19,3,27.0,3.0,27.0,24.0,1.0,24.0,1019.0,22.0,3,11.17,0.0,0.0
76,50660,50661,2015,10,12,20,3,28.0,3.0,24.0,26.0,1.0,26.0,1019.0,21.0,3,14.3,0.0,0.0
77,50661,50662,2015,10,12,21,3,29.0,3.0,29.0,27.0,3.0,39.0,1019.0,17.0,8,0.89,0.0,0.0
78,50662,50663,2015,10,12,22,3,32.0,3.0,31.0,26.0,6.0,66.0,1020.0,12.0,8,1.34,0.0,0.0
79,50663,50664,2015,10,12,23,3,32.0,3.0,34.0,33.0,6.0,76.0,1020.0,10.0,8,1.79,0.0,0.0
80,50664,50665,2015,10,13,0,3,30.0,3.0,38.0,34.0,6.0,81.0,1020.0,9.0,8,2.68,0.0,0.0
81,50665,50666,2015,10,13,1,3,48.0,3.0,38.0,43.0,5.0,75.0,1020.0,9.0,7,1.79,0.0,0.0
82,50666,50667,2015,10,13,2,3,39.0,3.0,40.0,26.0,5.0,81.0,1021.0,8.0,7,3.58,0.0,0.0
83,50667,50668,2015,10,13,3,3,28.0,3.0,30.0,36.0,5.0,81.0,1020.0,8.0,7,6.71,0.0,0.0
84,50668,50669,2015,10,13,4,3,19.0,3.0,34.0,30.0,4.0,70.0,1021.0,9.0,7,8.5,0.0,0.0
85,50669,50670,2015,10,13,5,3,19.0,3.0,26.0,30.0,5.0,81.0,1021.0,8.0,7,10.29,0.0,0.0
86,50670,50671,2015,10,13,6,3,23.0,3.0,23.0,25.0,4.0,81.0,1021.0,7.0,7,13.42,0.0,0.0
87,50671,50672,2015,10,13,7,3,23.0,3.0,25.0,34.0,5.0,71.0,1021.0,10.0,7,16.55,0.0,0.0
88,50672,50673,2015,10,13,8,3,28.0,3.0,28.0,30.0,5.0,54.0,1022.0,14.0,7,19.68,0.0,0.0
89,50673,50674,2015,10,13,9,3,16.0,3.0,24.0,19.0,5.0,39.0,1022.0,19.0,7,22.81,0.0,0.0
90,50674,50675,2015,10,13,10,3,23.0,3.0,21.0,16.0,3.0,28.0,1022.0,22.0,7,25.94,0.0,0.0
91,50675,50676,2015,10,13,11,3,24.0,3.0,17.0,15.0,2.0,23.0,1021.0,24.0,7,27.73,0.0,0.0
92,50676,50677,2015,10,13,12,3,13.0,3.0,16.0,15.0,1.0,20.0,1021.0,25.0,7,29.52,0.0,0.0
93,50677,50678,2015,10,13,13,3,16.0,3.0,19.0,15.0,1.0,18.0,1020.0,27.0,8,0.89,0.0,0.0
94,50678,50679,2015,10,13,14,3,13.0,3.0,15.0,11.0,1.0,18.0,1019.0,27.0,8,1.78,0.0,0.0
95,50679,50680,2015,10,13,15,3,13.0,3.0,15.0,10.0,1.0,18.0,1018.0,27.0,8,3.57,0.0,0.0
96,50680,50681,2015,10,13,16,3,22.0,3.0,26.0,22.0,2.0,19.0,1018.0,27.0,8,4.46,0.0,0.0
97,50681,50682,2015,10,13,17,3,34.0,3.0,27.0,26.0,5.0,31.0,1017.0,23.0,3,1.79,0.0,0.0
98,50682,50683,2015,10,13,18,3,59.0,3.0,49.0,52.0,3.0,25.0,1017.0,24.0,3,4.92,0.0,0.0
99,50683,50684,2015,10,13,19,3,86.0,3.0,73.0,69.0,8.0,62.0,1018.0,15.0,3,6.71,0.0,0.0
100,50684,50685,2015,10,13,20,3,96.0,3.0,86.0,86.0,8.0,67.0,1018.0,14.0,3,8.5,0.0,0.0
101,50685,50686,2015,10,13,21,3,105.0,3.0,95.0,95.0,9.0,76.0,1019.0,13.0,1,1.79,0.0,0.0
102,50686,50687,2015,10,13,22,3,106.0,3.0,95.0,106.0,9.0,76.0,1019.0,13.0,3,0.89,0.0,0.0
103,50687,50688,2015,10,13,23,3,145.0,3.0,117.0,126.0,9.0,76.0,1019.0,13.0,3,2.68,0.0,0.0
104,50688,50689,2015,10,14,0,3,123.0,3.0,131.0,137.0,7.0,62.0,1018.0,14.0,8,0.89,0.0,0.0
105,50689,50690,2015,10,14,1,3,121.0,3.0,130.0,122.0,8.0,81.0,1018.0,11.0,1,1.79,0.0,0.0
106,50690,50691,2015,10,14,2,3,118.0,3.0,135.0,128.0,8.0,81.0,1018.0,11.0,7,1.79,0.0,0.0
107,50691,50692,2015,10,14,3,3,133.0,3.0,147.0,133.0,8.0,81.0,1018.0,11.0,7,2.68,0.0,0.0
108,50692,50693,2015,10,14,4,3,122.0,3.0,132.0,106.0,9.0,87.0,1018.0,11.0,8,0.89,0.0,0.0
109,50693,50694,2015,10,14,5,3,111.0,3.0,123.0,94.0,8.0,81.0,1018.0,11.0,7,1.79,0.0,0.0
110,50694,50695,2015,10,14,6,3,98.0,3.0,110.0,87.0,7.0,81.0,1018.0,10.0,7,4.92,0.0,0.0
111,50695,50696,2015,10,14,7,3,100.0,3.0,99.0,88.0,8.0,87.0,1019.0,10.0,8,0.89,0.0,0.0
112,50696,50697,2015,10,14,8,3,102.0,3.0,101.0,96.0,8.0,71.0,1019.0,13.0,7,1.79,0.0,0.0
113,50697,50698,2015,10,14,9,3,3.0,102.0,103.0,101.0,9.0,67.0,1018.0,15.0,7,4.92,0.0,0.0
114,50698,50699,2015,10,14,10,3,3.0,89.0,95.0,90.0,7.0,55.0,1018.0,16.0,8,0.89,0.0,0.0
115,50699,50700,2015,10,14,11,3,3.0,3.0,92.0,86.0,7.0,45.0,1018.0,19.0,7,3.13,0.0,0.0
116,50700,50701,2015,10,14,12,3,100.0,3.0,96.0,89.0,7.0,40.0,1018.0,21.0,7,6.26,0.0,0.0
117,50701,50702,2015,10,14,13,3,105.0,3.0,102.0,82.0,7.0,40.0,1017.0,21.0,8,0.89,0.0,0.0
118,50702,50703,2015,10,14,14,3,87.0,3.0,83.0,78.0,7.0,37.0,1016.0,22.0,1,3.13,0.0,0.0
119,50703,50704,2015,10,14,15,3,90.0,3.0,86.0,90.0,7.0,40.0,1016.0,21.0,1,4.92,0.0,0.0
120,50704,50705,2015,10,14,16,3,103.0,3.0,108.0,101.0,10.0,49.0,1016.0,21.0,3,1.79,0.0,0.0
121,50705,50706,2015,10,14,17,3,122.0,3.0,124.0,122.0,8.0,43.0,1016.0,21.0,8,1.79,0.0,0.0
122,50706,50707,2015,10,14,18,3,146.0,3.0,139.0,134.0,10.0,59.0,1016.0,18.0,8,2.68,0.0,0.0
123,50707,50708,2015,10,14,19,3,169.0,3.0,146.0,159.0,11.0,76.0,1017.0,15.0,8,3.13,0.0,0.0
124,50708,50709,2015,10,14,20,3,191.0,3.0,152.0,154.0,12.0,87.0,1017.0,14.0,1,0.89,0.0,0.0
125,50709,50710,2015,10,14,21,3,198.0,3.0,163.0,163.0,11.0,87.0,1018.0,13.0,3,0.89,0.0,0.0
126,50710,50711,2015,10,14,22,3,173.0,3.0,188.0,198.0,11.0,87.0,1018.0,13.0,3,1.78,0.0,0.0
127,50711,50712,2015,10,14,23,3,168.0,168.0,183.0,134.0,10.0,87.0,1018.0,12.0,7,1.79,0.0,0.0
128,50712,50713,2015,10,15,0,3,138.0,3.0,158.0,116.0,10.0,87.0,1017.0,12.0,7,3.58,0.0,0.0
129,50713,50714,2015,10,15,1,3,133.0,3.0,136.0,133.0,10.0,93.0,1017.0,11.0,7,4.47,0.0,0.0
130,50714,50715,2015,10,15,2,3,130.0,3.0,136.0,129.0,9.0,87.0,1017.0,11.0,7,6.26,0.0,0.0
131,50715,50716,2015,10,15,3,3,123.0,3.0,126.0,120.0,9.0,93.0,1017.0,10.0,7,8.05,0.0,0.0
132,50716,50717,2015,10,15,4,3,106.0,3.0,122.0,116.0,8.0,87.0,1017.0,10.0,7,9.84,0.0,0.0
133,50717,50718,2015,10,15,5,3,105.0,3.0,115.0,96.0,8.0,87.0,1017.0,10.0,7,11.63,0.0,0.0
134,50718,50719,2015,10,15,6,3,88.0,3.0,103.0,89.0,8.0,87.0,1017.0,10.0,7,13.42,0.0,0.0
135,50719,50720,2015,10,15,7,3,94.0,3.0,98.0,93.0,8.0,87.0,1018.0,10.0,7,15.21,0.0,0.0
136,50720,50721,2015,10,15,8,3,98.0,3.0,98.0,92.0,10.0,81.0,1018.0,13.0,7,17.0,0.0,0.0
137,50721,50722,2015,10,15,9,3,93.0,3.0,104.0,90.0,10.0,59.0,1018.0,18.0,7,18.79,0.0,0.0
138,50722,50723,2015,10,15,10,3,80.0,3.0,100.0,80.0,9.0,49.0,1018.0,20.0,7,20.58,0.0,0.0
139,50723,50724,2015,10,15,11,3,78.0,3.0,89.0,68.0,9.0,46.0,1018.0,21.0,1,1.79,0.0,0.0
140,50724,50725,2015,10,15,12,3,87.0,3.0,85.0,65.0,9.0,38.0,1017.0,24.0,8,0.89,0.0,0.0
141,50725,50726,2015,10,15,13,3,97.0,3.0,86.0,74.0,9.0,38.0,1016.0,24.0,8,2.68,0.0,0.0
142,50726,50727,2015,10,15,14,3,110.0,3.0,105.0,83.0,8.0,33.0,1015.0,25.0,8,4.47,0.0,0.0
143,50727,50728,2015,10,15,15,3,116.0,3.0,113.0,93.0,8.0,31.0,1015.0,26.0,3,3.13,0.0,0.0
144,50728,50729,2015,10,15,16,3,95.0,3.0,107.0,87.0,8.0,33.0,1015.0,25.0,3,6.26,0.0,0.0
145,50729,50730,2015,10,15,17,3,107.0,3.0,106.0,97.0,9.0,38.0,1015.0,24.0,3,9.39,0.0,0.0
146,50730,50731,2015,10,15,18,3,137.0,3.0,125.0,111.0,9.0,46.0,1016.0,21.0,3,12.52,0.0,0.0
147,50731,50732,2015,10,15,19,3,160.0,3.0,145.0,141.0,12.0,82.0,1016.0,15.0,3,13.41,0.0,0.0
148,50732,50733,2015,10,15,20,3,184.0,3.0,169.0,165.0,12.0,87.0,1017.0,14.0,8,0.89,0.0,0.0
149,50733,50734,2015,10,15,21,3,201.0,3.0,189.0,189.0,12.0,87.0,1017.0,14.0,8,1.78,0.0,0.0
150,50734,50735,2015,10,15,22,3,216.0,3.0,195.0,203.0,12.0,87.0,1018.0,14.0,8,2.67,0.0,0.0
151,50735,50736,2015,10,15,23,3,190.0,3.0,200.0,172.0,10.0,81.0,1018.0,13.0,8,3.56,0.0,0.0
152,50736,50737,2015,10,16,0,3,157.0,3.0,193.0,157.0,11.0,93.0,1018.0,12.0,8,4.45,0.0,0.0
153,50737,50738,2015,10,16,1,3,150.0,3.0,203.0,156.0,10.0,93.0,1018.0,11.0,8,4.9,0.0,0.0
154,50738,50739,2015,10,16,2,3,170.0,3.0,190.0,164.0,10.0,100.0,1018.0,10.0,8,5.79,0.0,0.0
155,50739,50740,2015,10,16,3,3,173.0,3.0,177.0,152.0,10.0,93.0,1018.0,11.0,8,6.24,0.0,0.0
156,50740,50741,2015,10,16,4,3,132.0,3.0,161.0,113.0,9.0,93.0,1018.0,10.0,7,0.89,0.0,0.0
157,50741,50742,2015,10,16,5,3,114.0,3.0,133.0,114.0,9.0,93.0,1018.0,10.0,7,1.78,0.0,0.0
158,50742,50743,2015,10,16,6,3,122.0,3.0,129.0,115.0,9.0,100.0,1018.0,9.0,8,0.45,0.0,0.0
159,50743,50744,2015,10,16,7,3,138.0,3.0,134.0,124.0,9.0,100.0,1019.0,9.0,8,1.34,0.0,0.0
160,50744,50745,2015,10,16,8,3,170.0,3.0,162.0,141.0,12.0,100.0,1019.0,12.0,8,2.23,0.0,0.0
161,50745,50746,2015,10,16,9,3,215.0,3.0,197.0,173.0,13.0,82.0,1020.0,16.0,7,0.89,0.0,0.0
162,50746,50747,2015,10,16,10,3,243.0,3.0,257.0,229.0,12.0,67.0,1019.0,18.0,1,1.79,0.0,0.0
163,50747,50748,2015,10,16,11,3,281.0,3.0,281.0,228.0,12.0,59.0,1019.0,20.0,8,0.89,0.0,0.0
164,50748,50749,2015,10,16,12,3,302.0,3.0,298.0,238.0,12.0,56.0,1018.0,21.0,3,1.79,0.0,0.0
165,50749,50750,2015,10,16,13,3,294.0,3.0,307.0,249.0,13.0,53.0,1017.0,23.0,8,0.89,0.0,0.0
166,50750,50751,2015,10,16,14,3,287.0,3.0,294.0,249.0,13.0,53.0,1016.0,23.0,3,1.79,0.0,0.0
167,50751,50752,2015,10,16,15,3,235.0,3.0,250.0,209.0,13.0,50.0,1016.0,24.0,3,3.58,0.0,0.0
168,50752,50753,2015,10,16,16,3,239.0,3.0,248.0,213.0,13.0,53.0,1016.0,23.0,3,5.37,0.0,0.0
169,50753,50754,2015,10,16,17,3,258.0,3.0,255.0,234.0,15.0,68.0,1016.0,21.0,8,0.89,0.0,0.0
170,50754,50755,2015,10,16,18,3,295.0,3.0,285.0,270.0,14.0,82.0,1016.0,17.0,3,0.89,0.0,0.0
171,50755,50756,2015,10,16,19,3,322.0,3.0,310.0,309.0,13.0,87.0,1017.0,15.0,1,0.89,0.0,0.0
172,50756,50757,2015,10,16,20,3,386.0,3.0,329.0,308.0,13.0,87.0,1017.0,15.0,8,0.45,0.0,0.0
173,50757,50758,2015,10,16,21,3,391.0,3.0,361.0,339.0,13.0,93.0,1017.0,14.0,7,0.89,0.0,0.0
174,50758,50759,2015,10,16,22,3,380.0,3.0,376.0,342.0,12.0,93.0,1018.0,13.0,8,0.45,0.0,0.0
175,50759,50760,2015,10,16,23,3,375.0,3.0,380.0,322.0,12.0,93.0,1018.0,13.0,8,1.34,0.0,0.0
176,50760,50761,2015,10,17,0,3,350.0,3.0,361.0,308.0,12.0,100.0,1017.0,12.0,8,2.23,0.0,0.0
177,50761,50762,2015,10,17,1,3,311.0,3.0,342.0,321.0,11.0,93.0,1017.0,12.0,1,0.89,0.0,0.0
178,50762,50763,2015,10,17,2,3,298.0,3.0,327.0,303.0,10.0,93.0,1017.0,11.0,3,1.79,0.0,0.0
179,50763,50764,2015,10,17,3,3,304.0,3.0,320.0,311.0,11.0,100.0,1017.0,11.0,3,2.68,0.0,0.0
180,50764,50765,2015,10,17,4,3,290.0,3.0,316.0,300.0,11.0,100.0,1017.0,11.0,8,0.45,0.0,0.0
181,50765,50766,2015,10,17,5,3,316.0,3.0,319.0,304.0,10.0,93.0,1017.0,11.0,7,0.89,0.0,0.0
182,50766,50767,2015,10,17,6,3,322.0,3.0,309.0,285.0,9.0,93.0,1017.0,10.0,1,0.89,0.0,0.0
183,50767,50768,2015,10,17,7,3,307.0,3.0,288.0,281.0,9.0,93.0,1017.0,10.0,8,0.89,0.0,0.0
184,50768,50769,2015,10,17,8,3,308.0,3.0,308.0,286.0,12.0,100.0,1017.0,12.0,1,0.89,0.0,0.0
185,50769,50770,2015,10,17,9,3,310.0,3.0,326.0,288.0,14.0,93.0,1018.0,15.0,7,0.89,0.0,0.0
186,50770,50771,2015,10,17,10,3,311.0,3.0,325.0,287.0,12.0,67.0,1018.0,18.0,8,0.89,0.0,0.0
187,50771,50772,2015,10,17,11,3,300.0,3.0,337.0,282.0,11.0,59.0,1017.0,19.0,8,1.78,0.0,0.0
188,50772,50773,2015,10,17,12,3,315.0,3.0,330.0,276.0,11.0,56.0,1017.0,20.0,1,1.79,0.0,0.0
189,50773,50774,2015,10,17,13,3,329.0,3.0,330.0,278.0,12.0,53.0,1016.0,22.0,8,0.89,0.0,0.0
190,50774,50775,2015,10,17,14,3,322.0,3.0,339.0,283.0,12.0,53.0,1016.0,22.0,3,1.79,0.0,0.0
191,50775,50776,2015,10,17,15,3,321.0,3.0,335.0,295.0,12.0,53.0,1016.0,22.0,8,0.89,0.0,0.0
192,50776,50777,2015,10,17,16,3,326.0,3.0,333.0,298.0,13.0,60.0,1016.0,21.0,8,1.78,0.0,0.0
193,50777,50778,2015,10,17,17,3,335.0,3.0,336.0,310.0,14.0,72.0,1016.0,19.0,8,2.67,0.0,0.0
194,50778,50779,2015,10,17,18,3,357.0,3.0,354.0,343.0,14.0,82.0,1017.0,17.0,8,3.56,0.0,0.0
195,50779,50780,2015,10,17,19,3,366.0,3.0,367.0,347.0,13.0,93.0,1018.0,14.0,8,4.45,0.0,0.0
196,50780,50781,2015,10,17,20,3,368.0,3.0,368.0,339.0,13.0,93.0,1018.0,14.0,3,0.89,0.0,0.0
197,50781,50782,2015,10,17,21,3,368.0,3.0,363.0,320.0,12.0,87.0,1019.0,14.0,8,0.89,0.0,0.0
198,50782,50783,2015,10,17,22,3,348.0,3.0,350.0,310.0,12.0,87.0,1019.0,14.0,7,3.13,0.0,0.0
199,50783,50784,2015,10,17,23,3,326.0,3.0,334.0,309.0,11.0,82.0,1020.0,14.0,7,4.92,0.0,0.0
200,50784,50785,2015,10,18,0,3,284.0,3.0,320.0,260.0,10.0,87.0,1020.0,12.0,7,8.94,0.0,0.0
201,50785,50786,2015,10,18,1,3,216.0,3.0,224.0,195.0,11.0,82.0,1021.0,14.0,7,12.07,0.0,0.0
202,50786,50787,2015,10,18,2,3,167.0,3.0,152.0,136.0,10.0,76.0,1022.0,14.0,1,1.79,0.0,0.0
203,50787,50788,2015,10,18,3,3,90.0,3.0,94.0,60.0,9.0,81.0,1022.0,12.0,7,3.13,0.0,0.0
204,50788,50789,2015,10,18,4,3,29.0,3.0,30.0,20.0,4.0,44.0,1023.0,16.0,1,4.02,0.0,0.0
205,50789,50790,2015,10,18,5,3,24.0,3.0,15.0,21.0,4.0,44.0,1024.0,16.0,1,7.15,0.0,0.0
206,50790,50791,2015,10,18,6,3,13.0,3.0,17.0,15.0,4.0,50.0,1025.0,14.0,1,8.94,0.0,0.0
207,50791,50792,2015,10,18,7,3,11.0,3.0,15.0,12.0,3.0,44.0,1025.0,15.0,1,12.07,0.0,0.0
